id,label,scam_type,message
3139,scam,gift_card_payment,Payment via gift cards only.
3140,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
3141,scam,personal_info_harvest,Submit personal info now.
3142,scam,broken_english,You trust me.
3143,scam,unrealistic_price,Cheap rent because I want quick tenant.
3144,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
3145,scam,wire_transfer,Crypto payment accepted.
3146,scam,wire_transfer,Send money by MoneyGram.
3147,scam,broken_english,You send money and get key later.
3148,scam,deposit_request,Send first and last month now to lock it.
3149,scam,broken_english,You send money and get key later.
3150,scam,fake_company,Our company handles everything remotely.
3151,scam,unrealistic_price,Below market price for fast deal.
3152,scam,personal_info_harvest,Send photo of your driver license.
3153,scam,urgency_pressure,This will be gone today.
3154,scam,gift_card_payment,Amazon gift card accepted.
3155,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
3156,scam,broken_english,You send money and get key later.
3157,scam,urgency_pressure,"Many people interested, act fast."
3158,scam,broken_english,I owner of apartment and want rent fast.
3159,scam,no_viewing,You can move in without visiting.
3160,scam,fake_company,We represent the landlord.
3161,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
3162,scam,urgency_pressure,Only serious renters reply.
3163,scam,wire_transfer,International transfer accepted.
3164,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
3165,scam,personal_info_harvest,Provide passport and banking info.
3166,scam,out_of_country_landlord,I moved overseas but the apartment is available.
3167,scam,urgency_pressure,Only serious renters reply.
3168,scam,personal_info_harvest,Submit personal info now.
3169,scam,no_viewing,"No need to see the place, pictures are enough."
3170,scam,broken_english,I owner of apartment and want rent fast.
3171,scam,no_viewing,"Trust the photos, no tour required."
3172,scam,no_viewing,"Trust the photos, no tour required."
3173,scam,personal_info_harvest,Send copy of ID and SIN.
3174,scam,fake_company,Third-party escrow company involved.
3175,scam,broken_english,Good chance for you.
3176,scam,no_viewing,"Viewing is not necessary, unit is ready."
3177,scam,fake_company,Corporate leasing office.
3178,scam,broken_english,I owner of apartment and want rent fast.
3179,scam,unrealistic_price,Below market price for fast deal.
3180,scam,gift_card_payment,Amazon gift card accepted.
3181,scam,deposit_request,Deposit required before any viewing.
3182,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
3183,scam,personal_info_harvest,Send photo of your driver license.
3184,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
3185,scam,wire_transfer,Crypto payment accepted.
3186,scam,personal_info_harvest,Submit personal info now.
3187,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
3188,scam,gift_card_payment,Send prepaid card numbers.
3189,scam,wire_transfer,Crypto payment accepted.
3190,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
3191,scam,personal_info_harvest,Submit personal info now.
3192,scam,no_viewing,"No need to see the place, pictures are enough."
3193,scam,gift_card_payment,Amazon gift card accepted.
3194,scam,broken_english,Apartment very good and cheap.
3195,scam,no_viewing,Viewing is not possible at this time.
3196,scam,wire_transfer,Send money by MoneyGram.
3197,scam,broken_english,I owner of apartment and want rent fast.
3198,scam,personal_info_harvest,Send copy of ID and SIN.
3199,scam,urgency_pressure,First come first serve.
3200,scam,urgency_pressure,"Many people interested, act fast."
3201,scam,fake_company,We are certified rental agents.
3202,scam,personal_info_harvest,Send copy of ID and SIN.
3203,scam,deposit_request,Please send the deposit today to secure the apartment.
3204,scam,wire_transfer,International transfer accepted.
3205,scam,deposit_request,Unit will be held only after deposit is received.
3206,scam,deposit_request,Please send the deposit today to secure the apartment.
3207,scam,broken_english,Apartment very good and cheap.
3208,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
3209,scam,unrealistic_price,Very low price if you act today.
3210,scam,urgency_pressure,This will be gone today.
3211,scam,urgency_pressure,Only serious renters reply.
3212,scam,personal_info_harvest,Submit personal info now.
3213,scam,urgency_pressure,"Many people interested, act fast."
3214,scam,wire_transfer,Send money by MoneyGram.
3215,scam,fake_company,Corporate leasing office.
3216,scam,personal_info_harvest,Send copy of ID and SIN.
3217,scam,wire_transfer,Pay by Western Union.
3218,scam,broken_english,You trust me.
3219,scam,fake_company,Third-party escrow company involved.
3220,scam,urgency_pressure,This will be gone today.
3221,scam,deposit_request,Deposit required before any viewing.
3222,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
3223,scam,urgency_pressure,Last chance to secure.
3224,scam,urgency_pressure,This will be gone today.
3225,scam,personal_info_harvest,Send photo of your driver license.
3226,scam,personal_info_harvest,Submit personal info now.
3227,scam,urgency_pressure,Last chance to secure.
3228,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
3229,scam,personal_info_harvest,Send copy of ID and SIN.
3230,scam,deposit_request,Please send the deposit today to secure the apartment.
3231,scam,deposit_request,Deposit required before any viewing.
3232,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
3233,scam,wire_transfer,Send money by MoneyGram.
3234,scam,wire_transfer,Pay by Western Union.
3235,scam,wire_transfer,Wire transfer preferred.
3236,scam,deposit_request,Send first and last month now to lock it.
3237,scam,wire_transfer,Wire transfer preferred.
3238,scam,unrealistic_price,Very low price if you act today.
3239,scam,no_viewing,You can move in without visiting.
3240,scam,no_viewing,You can move in without visiting.
3241,scam,deposit_request,Send first and last month now to lock it.
3242,scam,fake_company,We are certified rental agents.
3243,scam,broken_english,You trust me.
3244,scam,deposit_request,Pay holding fee immediately.
3245,scam,unrealistic_price,Very low price if you act today.
3246,scam,broken_english,I owner of apartment and want rent fast.
3247,scam,unrealistic_price,Cheap rent because I want quick tenant.
3248,scam,no_viewing,Viewing is not possible at this time.
3249,scam,fake_company,We are certified rental agents.
3250,scam,urgency_pressure,First come first serve.
3251,scam,deposit_request,Pay holding fee immediately.
3252,scam,fake_company,We represent the landlord.
3253,scam,no_viewing,You can move in without visiting.
3254,scam,deposit_request,Send first and last month now to lock it.
3255,scam,wire_transfer,Send money by MoneyGram.
3256,scam,fake_company,We represent the landlord.
3257,scam,wire_transfer,Send money by MoneyGram.
3258,scam,broken_english,Apartment very good and cheap.
3259,scam,fake_company,Corporate leasing office.
3260,scam,urgency_pressure,Last chance to secure.
3261,scam,gift_card_payment,Amazon gift card accepted.
3262,scam,gift_card_payment,Amazon gift card accepted.
3263,scam,gift_card_payment,Amazon gift card accepted.
3264,scam,broken_english,You send money and get key later.
3265,scam,unrealistic_price,Very low price if you act today.
3266,scam,no_viewing,You can move in without visiting.
3267,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
3268,scam,deposit_request,Deposit required before any viewing.
3269,scam,broken_english,You send money and get key later.
3270,scam,broken_english,I owner of apartment and want rent fast.
3271,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
3272,scam,urgency_pressure,This will be gone today.
3273,scam,fake_company,We are certified rental agents.
3274,scam,wire_transfer,Pay by Western Union.
3275,scam,broken_english,Apartment very good and cheap.
3276,scam,broken_english,You send money and get key later.
3277,scam,gift_card_payment,Payment via gift cards only.
3278,scam,personal_info_harvest,Provide passport and banking info.
3279,scam,fake_company,We represent the landlord.
3280,scam,no_viewing,"Trust the photos, no tour required."
3281,scam,urgency_pressure,"Many people interested, act fast."
3282,scam,fake_company,We are certified rental agents.
3283,scam,no_viewing,"Viewing is not necessary, unit is ready."
3284,scam,fake_company,We represent the landlord.
3285,scam,wire_transfer,Wire transfer preferred.
3286,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
3287,scam,broken_english,You send money and get key later.
3288,scam,personal_info_harvest,Send photo of your driver license.
3289,scam,wire_transfer,Pay by Western Union.
3290,scam,unrealistic_price,Very low price if you act today.
3291,scam,urgency_pressure,This will be gone today.
3292,scam,fake_company,Third-party escrow company involved.
3293,scam,wire_transfer,International transfer accepted.
3294,scam,urgency_pressure,Last chance to secure.
3295,scam,broken_english,Apartment very good and cheap.
3296,scam,personal_info_harvest,Provide passport and banking info.
3297,scam,fake_company,Corporate leasing office.
3298,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
3299,scam,personal_info_harvest,Provide passport and banking info.
3300,scam,no_viewing,"No need to see the place, pictures are enough."
3301,scam,no_viewing,"Trust the photos, no tour required."
3302,scam,deposit_request,Unit will be held only after deposit is received.
3303,scam,unrealistic_price,Very low price if you act today.
3304,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
3305,scam,out_of_country_landlord,I moved overseas but the apartment is available.
3306,scam,deposit_request,Please send the deposit today to secure the apartment.
3307,scam,broken_english,Good chance for you.
3308,scam,personal_info_harvest,Send copy of ID and SIN.
3309,scam,urgency_pressure,"Many people interested, act fast."
3310,scam,wire_transfer,Crypto payment accepted.
3311,scam,unrealistic_price,Below market price for fast deal.
3312,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
3313,scam,gift_card_payment,Send prepaid card numbers.
3314,scam,no_viewing,You can move in without visiting.
3315,scam,broken_english,You send money and get key later.
3316,scam,no_viewing,Viewing is not possible at this time.
3317,scam,fake_company,We are certified rental agents.
3318,scam,broken_english,You send money and get key later.
3319,scam,broken_english,You send money and get key later.
3320,scam,no_viewing,"Trust the photos, no tour required."
3321,scam,no_viewing,"Trust the photos, no tour required."
3322,scam,gift_card_payment,Buy Apple gift cards and send codes.
3323,scam,urgency_pressure,First come first serve.
3324,scam,deposit_request,Unit will be held only after deposit is received.
3325,scam,urgency_pressure,This will be gone today.
3326,scam,no_viewing,"Trust the photos, no tour required."
3327,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
